High,Close,Low,Open,Log Return
4629.116,4613.32,4599.821,4621.856,0.0001417734648838077
4615.14,4609.277,4594.184,4611.148,-0.0008767596066465908
4625.241,4622.101,4595.07,4610.533,0.0027783518883730423
4637.097,4635.514,4617.351,4620.008,0.002897724605210157
4645.779,4644.381,4627.362,4639.048,0.001911013583344184
4658.911,4651.879,4639.432,4644.8,0.0016131221858935942
4658.3,4656.07,4650.485,4650.144,0.0009005206803818288
4659.498,4640.329,4637.889,4651.478,-0.0033864757834581524
4663.007,4665.031,4638.997,4645.412,0.005309210610742482
4707.024,4707.519,4649.144,4661.635,0.009066538145944611
4719.882,4699.416,4693.281,4711.144,-0.0017227719770793553
4704.552,4687.447,4660.202,4706.35,-0.0025501611105905536
4699.792,4693.159,4679.195,4689.077,0.0012178319195929157
4720.144,4720.222,4694.069,4697.796,0.005749915904175447
4722.473,4721.171,4705.148,4724.334,0.00020102965805929206
4731.247,4723.86,4698.727,4719.639,0.0005693999464165437
4728.095,4726.946,4710.183,4723.28,0.0006530660156775618
4758.367,4755.191,4725.616,4727.624,0.005957535424721945
4776.332,4763.364,4754.257,4763.121,0.0017172778869363815
4774.698,4766.402,4756.556,4761.124,0.0006375812591653741
4774.655,4753.021,4753.543,4766.511,-0.0028113066964246826
4773.019,4756.836,4740.324,4759.964,0.0008023254618132072
4757.234,4742.387,4726.359,4754.484,-0.0030421458983267164
4750.577,4727.78,4720.106,4740.457,-0.003084847729442693
4741.836,4733.759,4724.923,4726.484,0.0012638537548422554
4751.474,4753.233,4726.444,4740.656,0.004105416627725283
4759.552,4737.153,4725.232,4753.626,-0.003388695757488459
4753.6,4734.069,4723.417,4741.779,-0.0006512359458991662
4736.502,4728.78,4720.424,4737.586,-0.0011178452812154087
4731.772,4723.473,4706.743,4724.503,-0.0011229070059046524
4723.023,4706.156,4676.742,4724.063,-0.003672895183345906
4703.757,4677.625,4655.053,4705.356,-0.006080936440805308
4684.552,4668.168,4658.095,4678.489,-0.002023798992295723
4675.203,4654.649,4648.086,4667.996,-0.0029001984005178633
4641.932,4613.833,4590.978,4644.949,-0.008807540188455455
4622.519,4610.984,4589.265,4616.863,-0.0006176816495289079
4617.881,4601.753,4596.123,4610.565,-0.002003965399037074
4612.954,4586.322,4577.907,4606.603,-0.0033589221916820486
4583.746,4554.753,4540.148,4581.993,-0.006907092548202678
4568.016,4569.291,4535.401,4559.294,0.003186747521870101
4588.709,4569.407,4556.952,4581.767,2.53865485009009e-05
4570.87,4558.713,4546.745,4573.481,-0.0023430903389897355
4575.267,4576.305,4550.927,4564.154,0.003851557106370451
4581.348,4582.089,4535.344,4573.785,0.0012631037208046584
4623.722,4621.957,4582.026,4580.993,0.008663200801970762
4638.787,4620.473,4616.183,4618.116,-0.00032112767156540224
4642.703,4639.83,4612.116,4614.731,0.004180646830487656
4655.613,4657.722,4618.091,4645.607,0.0038487597780804583
4691.464,4646.309,4643.496,4679.077,-0.0024533464526253226
4648.724,4607.77,4607.136,4643.977,-0.008329132007958352
4611.516,4574.287,4572.514,4608.754,-0.007293169365896356
4583.589,4544.282,4536.341,4577.649,-0.00658110023517259
4540.646,4465.297,4455.694,4537.218,-0.017534009878868
4464.714,4432.356,4417.479,4462.458,-0.007404458344646714
4450.755,4437.457,4424.792,4435.833,0.0011501934848824151
4473.393,4451.272,4436.694,4446.117,0.0031084334157982707
4459.878,4444.519,4439.199,4455.755,-0.0015182463925195908
4451.114,4412.295,4405.996,4440.559,-0.007276689380365077
4434.762,4430.554,4404.398,4408.829,0.004129670414895796
4465.646,4462.816,4431.203,4433.213,0.007255324252064031
4486.936,4486.953,4465.536,4469.861,0.0053938953106708225
4520.175,4517.146,4487.941,4497.62,0.006706526253662541
4565.916,4550.803,4520.93,4520.927,0.0074233224200124
4592.807,4590.622,4562.0,4565.274,0.008711825966146607
4602.143,4577.416,4562.666,4596.499,-0.0028808801040235005
4592.775,4570.09,4563.297,4587.282,-0.0016017484036189215
4575.809,4570.62,4554.993,4574.505,0.00011596473372278532
4593.749,4576.493,4564.27,4575.516,0.0012841211881897193
4579.306,4565.26,4550.138,4574.987,-0.002457516770223505
4575.155,4558.325,4539.816,4565.714,-0.00152023603345257
4571.254,4558.63,4549.457,4566.644,6.69083043876504e-05
4566.306,4554.533,4543.632,4566.75,-0.0008991390313151072
4547.602,4548.276,4526.364,4550.828,-0.0013747406949727937
4562.561,4551.906,4546.423,4550.042,0.0007977862843907632
4578.366,4568.949,4553.168,4556.524,0.0037371539917388256
4577.499,4578.623,4558.43,4567.989,0.0021150975595485965
4605.664,4602.328,4579.847,4576.156,0.005163964534280734
4623.855,4593.159,4595.58,4603.874,-0.0019942397914877127
4604.339,4584.018,4565.948,4599.449,-0.001992116534970585
4598.734,4596.211,4577.952,4590.71,0.002656362312911403
4609.659,4603.725,4591.224,4592.21,0.0016334899874941573
4622.545,4615.283,4605.044,4608.32,0.002507429444821697
4622.107,4601.21,4598.348,4618.706,-0.0030538754680869027
4605.404,4587.956,4572.519,4606.943,-0.0028847033976990674
4590.384,4580.574,4565.927,4571.635,-0.001610291201566822
4602.425,4588.114,4577.575,4577.02,0.0016447286023310108
4610.197,4609.164,4560.506,4591.636,0.004577449274690858
4617.647,4612.698,4594.834,4613.118,0.0007664396133879441
4626.086,4612.615,4595.279,4603.233,-1.799396941925672e-05
4618.118,4615.854,4603.594,4612.77,0.0007019582843050508
4627.99,4622.995,4613.708,4615.546,0.0015458638672561247
4633.355,4616.722,4614.504,4619.251,-0.001357834003747351
4625.441,4622.013,4608.488,4615.626,0.0011453950304781111
4636.272,4614.547,4601.429,4620.847,-0.001616619526318746
4621.721,4609.707,4607.807,4610.813,-0.0010494074521738908
4619.299,4609.42,4598.656,4605.726,-6.226186060626746e-05
4619.104,4606.716,4606.441,4607.831,-0.000586796913063966
4618.044,4612.907,4601.646,4602.071,0.0013430052249510107
4623.732,4615.928,4605.357,4615.744,0.0006546872076278607
4629.357,4627.001,4605.114,4616.667,0.00239599488372464
4628.23,4628.654,4614.859,4629.496,0.00035718704242420555
4630.02,4615.413,4608.506,4622.359,-0.00286475834836852
4627.477,4610.925,4606.296,4614.489,-0.0009728671015476374
4631.608,4632.335,4610.465,4612.766,0.004632572986048206
4649.553,4642.072,4629.6,4633.056,0.002099757661599559
4631.247,4566.24,4547.612,4629.609,-0.016470709143633314
4562.865,4534.726,4490.237,4563.527,-0.006925446365934998
4524.134,4477.504,4462.536,4525.4,-0.012698914470186475
4516.884,4520.543,4476.229,4476.139,0.009566371064144487
4559.0,4556.673,4513.868,4521.286,0.007960632599541396
4582.804,4577.675,4558.731,4565.186,0.004598475339229151
4582.516,4583.512,4574.123,4580.844,0.0012742891919680897
4582.545,4571.597,4567.388,4584.851,-0.0026029196871821753
4581.167,4570.613,4564.204,4572.596,-0.00021526523757363543
4582.513,4571.189,4567.114,4573.363,0.00012601454303265685
4576.496,4566.123,4557.156,4569.894,-0.0011088601372229584
4581.988,4572.634,4567.855,4573.208,0.0014249205010397467
4587.02,4568.142,4557.967,4570.449,-0.0009828488000587852
4584.099,4572.838,4562.164,4566.903,0.001027461040965282
4581.069,4575.336,4564.767,4571.099,0.000546119927776918
4594.757,4594.746,4577.414,4574.937,0.004233338150619425
4618.379,4612.873,4592.753,4595.094,0.003937396501463479
4616.855,4613.249,4598.088,4618.37,8.15077017642311e-05
4627.328,4607.296,4601.178,4624.324,-0.0012912470634064575
4613.27,4612.882,4602.927,4604.715,0.001211690421474182
4619.399,4602.895,4600.962,4614.922,-0.002167371000728612
4611.104,4597.124,4592.243,4608.223,-0.001254562790996161
4606.656,4601.451,4589.499,4597.422,0.000940797964717938
4610.931,4604.978,4594.289,4601.822,0.000766203741439677
4609.723,4582.352,4574.343,4607.622,-0.004925488851068141
4583.106,4567.739,4565.315,4581.198,-0.0031940693100384926
4583.6,4567.928,4547.673,4573.215,4.137628922498274e-05
4586.435,4573.433,4571.484,4571.069,0.0012044159869565893
4583.399,4575.07,4556.669,4576.633,0.0003578727617996603
4571.995,4561.468,4550.624,4570.514,-0.0029774976143115434
4573.57,4564.821,4555.054,4563.921,0.000734800344557607
4574.06,4566.608,4549.616,4568.048,0.0003913954809949059
4573.2,4566.848,4554.315,4569.413,5.255403870227512e-05
4574.32,4563.152,4552.928,4569.44,-0.0008096385984443394
4563.751,4548.822,4534.521,4562.19,-0.00314531446509666
4561.712,4550.692,4524.757,4558.597,0.00041101096747037374
4555.652,4533.289,4535.268,4551.913,-0.003831584696439838
4533.089,4528.656,4518.009,4529.212,-0.0010225178819042475
4529.397,4516.88,4505.708,4525.905,-0.0026037167179019534
4519.438,4498.982,4494.117,4516.762,-0.003970341052561711
4502.435,4473.535,4473.217,4501.4,-0.005672225135467463
4471.022,4464.72,4454.79,4472.23,-0.0019724214307729024
4470.813,4453.531,4445.608,4464.192,-0.0025092377128094353
4467.474,4460.378,4451.499,4454.795,0.0015362511209425578
4487.754,4488.132,4470.405,4471.242,0.0062030637487456635
4488.631,4481.006,4469.988,4487.902,-0.0015890047626406065
4484.963,4478.66,4466.834,4474.659,-0.0005236802473696075
4483.187,4460.111,4459.952,4483.501,-0.004150240927922365
4475.757,4474.137,4454.271,4463.064,0.003139830352365798
4485.925,4482.115,4463.784,4474.17,0.0017815492708616238
4490.334,4473.817,4467.131,4483.717,-0.0018530740015734173
4477.288,4466.912,4463.888,4474.372,-0.0015446170827575505
4474.804,4473.583,4462.241,4466.568,0.0014923113850008726
4472.425,4463.779,4454.026,4470.897,-0.0021939368535174404
4476.543,4468.096,4463.828,4472.983,0.0009666504146451714
4469.427,4468.038,4459.031,4464.643,-1.2981004985089117e-05
4466.186,4468.709,4458.515,4467.442,0.0001501664982261343
4476.324,4472.933,4454.125,4467.178,0.0009447929841536983
4473.044,4460.557,4437.279,4472.631,-0.0027706994505649315
4473.05,4471.454,4446.442,4459.068,0.0024399892490765264
4506.12,4504.893,4473.623,4473.69,0.007450504015302988
4515.445,4511.711,4501.143,4505.678,0.0015123213350532144
4511.038,4478.398,4465.58,4507.121,-0.007411067535053226
4496.314,4487.495,4474.164,4483.329,0.002029246416763175
4498.63,4494.609,4479.057,4487.951,0.0015840389929855157
4497.806,4488.444,4482.769,4497.25,-0.001372584792252551
4497.679,4492.945,4477.417,4494.62,0.0010022949405278077
4520.192,4516.423,4494.162,4495.444,0.005211920113943497
4524.666,4523.766,4509.57,4510.891,0.001624523915350736
4524.634,4526.461,4517.382,4527.501,0.0005955651896157443
4534.863,4533.524,4509.12,4532.18,0.0015591640451594715
4540.296,4532.782,4524.12,4534.308,-0.00016368298216645308
4532.121,4513.77,4508.691,4533.69,-0.004203154525531653
4518.949,4512.837,4502.096,4515.48,-0.00020672219435780665
4510.745,4495.407,4486.519,4511.068,-0.003869793436239047
4495.662,4494.843,4490.225,4493.614,-0.00012546925852784783
4503.234,4503.085,4486.843,4491.65,0.0018319778298094497
4505.667,4497.287,4489.104,4501.941,-0.0012883913691641182
4504.179,4491.742,4484.545,4499.84,-0.0012337262908659566
4496.824,4475.639,4475.45,4494.573,-0.0035914649570192407
4491.781,4473.568,4463.918,4485.824,-0.00046283431302240907
4480.353,4462.663,4452.26,4474.38,-0.002440627466572243
4480.364,4467.697,4454.902,4463.506,0.0011273902806132386
4479.842,4469.802,4453.948,4469.736,0.0004710490124636123
4481.264,4465.222,4461.625,4468.202,-0.0010251792051433673
4466.568,4463.989,4453.584,4463.769,-0.0002761722189871167
4462.669,4445.973,4443.234,4461.429,-0.004044018269196684
4438.033,4434.192,4416.817,4425.124,-0.002653330633311353
4437.716,4433.385,4424.379,4435.926,-0.00018201138873174353
4431.501,4416.6,4406.773,4429.256,-0.0037932313164496436
4416.11,4398.894,4377.509,4415.905,-0.004017023619860242
4425.422,4417.327,4394.898,4399.345,0.004181616331944324
4428.121,4424.309,4411.482,4418.09,0.00157934605118035
4430.925,4414.213,4405.871,4428.269,-0.0022845458530384457
4412.53,4384.125,4382.158,4411.659,-0.006839500207848416
4382.762,4358.327,4339.487,4383.905,-0.005901793886010208
4362.923,4361.361,4332.845,4363.039,0.000695896486764175
4364.567,4365.569,4339.159,4361.311,0.0009643712797340478
